slug,provider,offer,actionButtons,serverType,hostingType,transportType,mcpEndpoint,authType,credentialKey,selfHostedCommand,selfHostedArgs,selfHostedRequiredEnvVars,x402,onChainWrite,agentSkills,tag,description,planType,planName,price,trial,starred
uniblock-docs-mcp,Uniblock,,"[""[Website](https://www.uniblock.dev/)"",""[Docs](https://docs.uniblock.dev/)""]",docs,Hosted,http,"https://docs.uniblock.dev/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Uniblock"",""Web3 API"",""documentation"",""AI agents""]","Official Uniblock documentation MCP server for AI agents to search Uniblock docs, API references, and implementation guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
uniswap-poolspy-mcp,KukaPay,,"[""[Website](https://github.com/kukapay/uniswap-poolspy-mcp)"",""[Docs](https://github.com/kukapay/uniswap-poolspy-mcp#readme)""]",analytics,Self-hosted,stdio,,API Key,,uv,"[""--directory"",""path/to/uniswap-poolspy-mcp"",""run"",""main.py""]","[""THEGRAPH_API_KEY""]",FALSE,FALSE,"[""uniswap-pool-query"",""pool-analytics""]","[""DeFi"",""Uniswap"",""DEX"",""pool analytics"",""EVM"",""AI agents""]",MCP server for tracking newly created Uniswap V3 liquidity pools across 9 EVM networks via The Graph,Free,,$0,FALSE,FALSE
uniswap-trader-mcp,KukaPay,,"[""[Website](https://github.com/kukapay/uniswap-trader-mcp)"",""[Docs](https://github.com/kukapay/uniswap-trader-mcp#readme)""]",smart-contract,Self-hosted,stdio,,API Key,,node,"[""path/to/uniswap-trader-mcp/server/index.js""]","[""INFURA_KEY"",""WALLET_PRIVATE_KEY""]",FALSE,TRUE,"[""token-swap"",""price-quote"",""liquidity-route-optimization""]","[""EVM"",""DeFi"",""Uniswap"",""token swaps"",""AI agents""]","MCP server for AI agents to automate token swaps on Uniswap V3 DEX across Ethereum, Optimism, Polygon, Arbitrum, BNB Chain, Avalanche, and Base",Free,,$0,FALSE,FALSE
universal-crypto-mcp,Nirholas,,"[""[Website](https://github.com/nirholas/universal-crypto-mcp)"",""[Docs](https://github.com/nirholas/universal-crypto-mcp#readme)""]",services,Self-hosted,stdio,,API Key,,npx,"[""@nirholas/universal-crypto-mcp""]",,FALSE,TRUE,"[""swap"",""bridge"",""staking"",""lending""]","[""EVM"",""DeFi"",""multi-chain"",""AI agents""]",Universal MCP server for AI agents to interact with multiple EVM blockchains via plugins,Free,,$0,FALSE,FALSE
universal-crypto-mcp-http,Nirholas,,"[""[Website](https://github.com/nirholas/universal-crypto-mcp)"",""[Docs](https://github.com/nirholas/universal-crypto-mcp#readme)""]",services,Hosted,http,"https://modelcontextprotocol.name/mcp/universal-crypto-mcp",None,,,,,FALSE,TRUE,"[""swap"",""bridge"",""staking"",""lending""]","[""EVM"",""DeFi"",""multi-chain"",""AI agents""]",Hosted HTTP deployment of Universal Crypto MCP for AI agents to interact with EVM-compatible chains and Solana via a public streamable MCP endpoint,Free,,$0,FALSE,FALSE
wallet-agent,Wallet Agent,,"[""[Website](https://github.com/wallet-agent/wallet-agent)"",""[Docs](https://github.com/wallet-agent/wallet-agent#readme)""]",wallets,Self-hosted,stdio,,None,,bunx,"[""wallet-agent@latest""]",,FALSE,TRUE,"[""wallet-management"",""transaction-execution""]","[""Wallet"",""EVM"",""Wagmi"",""Web3"",""AI agents""]","MCP server for Web3 wallet interactions on EVM-compatible chains, enabling AI agents to manage wallets and execute transactions",Free,,$0,FALSE,FALSE
wallet-inspector-mcp,KukaPay,,"[""[Website](https://github.com/kukapay/wallet-inspector-mcp)"",""[Docs](https://github.com/kukapay/wallet-inspector-mcp#readme)""]",analytics,Self-hosted,stdio,,API Key,,uv,"[""--directory"",""/path/to/wallet-inspector-mcp"",""run"",""main.py""]","[""DUNE_SIM_API_KEY""]",FALSE,FALSE,"[""wallet-balance-inspection"",""wallet-activity-inspection""]","[""wallet analytics"",""EVM"",""Solana"",""AI agents""]",MCP server for inspecting wallet balances and on-chain activity across major EVM chains and Solana,Free,,$0,FALSE,FALSE
walletconnect-docs-mcp,WalletConnect,,"[""[Website](https://walletconnect.network/)"",""[Docs](https://docs.walletconnect.network/mcp)""]",docs,Hosted,http,"https://docs.walletconnect.network/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""WalletConnect"",""wallet connectivity"",""documentation"",""AI agents""]","Official WalletConnect documentation MCP server for AI agents to search WalletConnect docs, API references, and integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
walletconnect-pay-docs-mcp,WalletConnect,,"[""[Website](https://walletconnect.com/)"",""[Docs](https://docs.walletconnect.com/mcp)""]",docs,Hosted,http,"https://docs.walletconnect.com/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""WalletConnect"",""payments"",""wallet connectivity"",""documentation"",""AI agents""]","Official WalletConnect Pay documentation MCP endpoint for AI agents to search WalletConnect Pay docs, API references, and integration guidance via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
walletkit-docs-mcp,WalletKit,,"[""[Website](https://walletkit.com/)"",""[Docs](https://docs.walletkit.com/mcp)""]",docs,Hosted,http,"https://docs.walletkit.com/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""WalletKit"",""wallet connectivity"",""documentation"",""AI agents""]","Official WalletKit documentation MCP server for AI agents to search WalletKit docs, API references, and integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
web3-mcp,Strangelove Ventures,,"[""[Website](https://github.com/strangelove-ventures/web3-mcp)"",""[Docs](https://github.com/strangelove-ventures/web3-mcp#readme)""]",wallets,Self-hosted,stdio,,None,,node,"[""/PATH/TO/web3-mcp/build/index.js""]",,FALSE,TRUE,"[""evm-read"",""transaction-send"",""solana-operations"",""utxo-read"",""xrp-operations"",""cardano-operations"",""ton-operations""]","[""EVM"",""Solana"",""UTXO"",""Cardano"",""TON"",""XRP Ledger"",""multi-chain"",""AI agents""]","Multi-chain MCP server for AI agents to interact with Ethereum, Solana, Cardano, UTXO chains, XRP Ledger, and TON",Free,,$0,FALSE,FALSE
web3auth-mcp,Web3Auth,,"[""[Website](https://web3auth.io/)"",""[Docs](https://web3auth.io/docs/)""]",docs,Hosted,http,"https://mcp.web3auth.io",None,,,,,FALSE,FALSE,"[""documentation-search"",""sdk-reference"",""example-discovery"",""community-search""]","[""Web3Auth"",""embedded wallets"",""wallet infrastructure"",""documentation"",""AI agents""]","Official Web3Auth hosted MCP server for AI agents to search Embedded Wallets documentation, SDK references, integration examples, and community resources via a public streamable HTTP endpoint",Free,,$0,FALSE,FALSE
whale-tracker-mcp,KukaPay,,"[""[Website](https://github.com/kukapay/whale-tracker-mcp)"",""[Docs](https://github.com/kukapay/whale-tracker-mcp#readme)""]",analytics,Self-hosted,stdio,,API Key,,python,"[""whale_tracker.py""]","[""WHALE_ALERT_API_KEY""]",FALSE,FALSE,"[""whale-transaction-monitoring"",""large-tx-detection"",""blockchain-analytics""]","[""whale tracking"",""large transactions"",""multi-chain"",""crypto analytics"",""AI agents""]","MCP server for tracking large cryptocurrency whale transactions using the Whale Alert API across Bitcoin, Ethereum, Solana, and 8 other blockchains",Free,,$0,FALSE,FALSE
zapper-mcp,Zapper,,"[""[Website](https://zapper.xyz/)"",""[Docs](https://build.zapper.xyz/mcp)""]",analytics,Hosted,http,,API Key,zapper,,,,FALSE,FALSE,"[""portfolio-analytics"",""token-lookup"",""transaction-history"",""onchain-search""]","[""Zapper"",""portfolio"",""analytics"",""on-chain data"",""AI agents""]","Official Zapper hosted MCP server for AI agents to access portfolio analytics, token data, and transaction history through a public endpoint; requires Bearer API key for tool access",Free,,$0,FALSE,FALSE
zerion-docs-mcp,Zerion,,"[""[Website](https://zerion.io/)"",""[Docs](https://developers.zerion.io/mcp)""]",docs,Hosted,http,"https://developers.zerion.io/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Zerion"",""documentation"",""developer platform"",""AI agents""]","Official Zerion API documentation MCP server for AI agents to search Zerion docs, API references, and integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
